days	firstversion	lastversion	file_name	classification
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc236.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc236.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/das08.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	arch/cris/arch-v10/drivers/ds1302.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_dio200.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/regulator/twl-regulator.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc236.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc236.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
502	v2.6.37	v3.4	drivers/staging/comedi/drivers/amplc_pc263.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/entry.S	MissingDead
501	v2.6.39	v3.6	arch/mips/include/asm/pmc-sierra/msp71xx/msp_usb.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2364/include/unit/serial.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2305/include/unit/serial.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2303/include/unit/serial.h	MissingUndead
501	v2.6.39	v3.6	fs/minix/minix.h	MissingDead
501	v2.6.39	v3.6	drivers/usb/host/ehci-pmcmsp.c	MissingDead
501	v2.6.39	v3.6	drivers/usb/host/ehci-pmcmsp.c	MissingDead
501	v2.6.39	v3.6	drivers/usb/host/ehci-pmcmsp.c	MissingDead
501	v2.6.39	v3.6	drivers/usb/host/ehci-pmcmsp.c	MissingDead
501	v2.6.39	v3.6	drivers/usb/host/ehci-pmcmsp.c	MissingDead
501	v2.6.39	v3.6	drivers/tty/amiserial.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-io-ttysm.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-io-ttysm.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/entry.S	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2303/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2303/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2303/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2303/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/include/asm/gdb-stub.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/boot/compressed/misc.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2305/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2305/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2305/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2305/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2364/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2364/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2364/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mn10300/unit-asb2364/include/unit/serial.h	MissingDead
501	v2.6.39	v3.6	arch/mips/pmc-sierra/msp71xx/msp_eth.c	MissingDead
501	v2.6.39	v3.6	arch/mips/pmc-sierra/msp71xx/msp_eth.c	MissingDead
501	v2.6.39	v3.6	arch/mips/pmc-sierra/msp71xx/msp_usb.c	MissingDead
501	v2.6.39	v3.6	arch/mips/pmc-sierra/msp71xx/msp_usb.c	MissingDead
501	v2.6.39	v3.6	arch/mips/include/asm/pmc-sierra/msp71xx/msp_usb.h	MissingDead
501	v2.6.39	v3.6	arch/blackfin/include/asm/irqflags.h	MissingDead
501	v2.6.39	v3.6	arch/blackfin/include/asm/irqflags.h	MissingDead
501	v2.6.39	v3.6	arch/blackfin/include/asm/irqflags.h	MissingUndead
501	v2.6.39	v3.6	arch/mn10300/kernel/mn10300-serial.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/mn10300-serial.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/mn10300-serial.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-stub.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-stub.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-stub.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-stub.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-stub.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-stub.c	MissingDead
501	v2.6.39	v3.6	arch/mn10300/kernel/gdb-stub.c	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
439	v2.6.37	v3.3	arch/x86/include/asm/i387.h	MissingUndead
439	v2.6.37	v3.3	arch/x86/include/asm/i387.h	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
439	v2.6.37	v3.3	drivers/staging/tidspbridge/rmgr/drv_interface.c	MissingDead
437	v3.0	v3.6	arch/blackfin/mach-common/ints-priority.c	MissingDead
437	v3.0	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
437	v3.0	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
437	v3.0	v3.6	drivers/usb/musb/cppi_dma.c	MissingDead
437	v3.0	v3.6	drivers/usb/musb/cppi_dma.c	MissingDead
437	v3.0	v3.6	fs/cifs/cifssmb.c	MissingDead
437	v3.0	v3.6	fs/cifs/cifssmb.c	MissingDead
437	v3.0	v3.6	fs/cifs/cifsglob.h	MissingDead
437	v3.0	v3.6	drivers/usb/musb/cppi_dma.c	MissingDead
370	v2.6.38	v3.3	arch/x86/include/asm/i387.h	MissingDead
370	v2.6.38	v3.3	arch/x86/include/asm/i387.h	MissingUndead
370	v2.6.38	v3.3	arch/x86/include/asm/i387.h	MissingUndead
370	v2.6.38	v3.3	arch/x86/include/asm/i387.h	MissingDead
365	v2.6.37	v3.2	arch/powerpc/mm/44x_mmu.c	MissingDead
365	v2.6.37	v3.2	arch/arm/mach-tcc8k/devices.c	MissingDead
365	v2.6.37	v3.2	arch/arm/mach-tcc8k/devices.c	MissingDead
365	v2.6.37	v3.2	arch/arm/mach-tcc8k/devices.c	MissingDead
342	v3.1	v3.6	arch/arm/mach-omap1/board-osk.c	MissingDead
342	v3.1	v3.6	arch/arm/mach-davinci/board-dm355-evm.c	MissingDead
342	v3.1	v3.6	arch/arm/mach-davinci/board-dm355-leopard.c	MissingDead
342	v3.1	v3.6	arch/arm/mach-davinci/board-da830-evm.c	MissingDead
342	v3.1	v3.6	drivers/usb/otg/isp1301_omap.c	MissingDead
342	v3.1	v3.6	drivers/usb/gadget/net2272.c	MissingDead
342	v3.1	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
342	v3.1	v3.6	arch/arm/plat-omap/include/plat/irqs.h	MissingDead
342	v3.1	v3.6	arch/arm/mach-omap1/board-innovator.c	MissingDead
342	v3.1	v3.6	arch/arm/mach-omap1/usb.c	MissingDead
342	v3.1	v3.6	arch/arm/mach-omap1/usb.c	MissingDead
342	v3.1	v3.6	arch/arm/plat-omap/include/plat/irqs.h	MissingUndead
305	v2.6.39	v3.3	arch/m68k/platform/527x/config.c	MissingDead
305	v2.6.39	v3.3	arch/m68k/platform/527x/config.c	MissingDead
305	v2.6.39	v3.3	arch/arm/mach-at91/include/mach/cpu.h	MissingDead
305	v2.6.39	v3.3	arch/arm/mach-at91/include/mach/cpu.h	MissingUndead
304	v3.0	v3.4	drivers/s390/char/tape.h	MissingDead
304	v3.0	v3.4	drivers/s390/char/tape.h	MissingDead
304	v3.0	v3.4	drivers/s390/char/tape.h	MissingDead
304	v3.0	v3.4	drivers/s390/char/tape.h	MissingUndead
304	v3.0	v3.4	drivers/s390/char/tape.h	MissingDead
296	v2.6.38	v3.2	drivers/tty/serial/bfin_sport_uart.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
293	v2.6.37	v3.1	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
293	v2.6.37	v3.1	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
293	v2.6.37	v3.1	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
293	v2.6.37	v3.1	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
293	v2.6.37	v3.1	sound/soc/atmel/playpaq_wm8510.c	MissingDead
293	v2.6.37	v3.1	sound/soc/atmel/playpaq_wm8510.c	MissingDead
293	v2.6.37	v3.1	sound/soc/atmel/playpaq_wm8510.c	MissingDead
293	v2.6.37	v3.1	sound/soc/atmel/playpaq_wm8510.c	MissingDead
293	v2.6.37	v3.1	sound/soc/atmel/playpaq_wm8510.c	MissingDead
293	v2.6.37	v3.1	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/comedi/drivers/ni_labpc.c	MissingDead
293	v2.6.37	v3.1	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_sir.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-pxa/include/mach/palm27x.h	MissingUndead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/wmi/wmi.c	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-at91/at91cap9_devices.c	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-at91/at91sam9rl_devices.c	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-at91/at91sam9g45_devices.c	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-pxa/balloon3.c	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-pxa/colibri-pxa320.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/include/ar6000_drv.h	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/include/ar6000_drv.h	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/include/ar6000_drv.h	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/include/ar6000_drv.h	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/include/ar6000_drv.h	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-pxa/vpac270.c	MissingDead
293	v2.6.37	v3.1	arch/arm/mach-pxa/include/mach/palm27x.h	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_tx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_tx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/ath6kl/os/linux/ar6000_drv.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/rtl8192e/ieee80211/ieee80211_rx.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_sir.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
293	v2.6.37	v3.1	drivers/staging/lirc/lirc_serial.c	MissingDead
271	v3.1	v3.5	arch/arm/mach-omap2/usb-fs.c	MissingDead
271	v3.1	v3.5	arch/arm/mach-omap2/board-2430sdp.c	MissingDead
271	v3.1	v3.5	arch/arm/plat-omap/include/plat/usb.h	MissingDead
271	v3.1	v3.5	arch/arm/plat-omap/usb.c	MissingDead
271	v3.1	v3.5	arch/arm/plat-omap/include/plat/usb.h	MissingUndead
270	v3.2	v3.6	drivers/net/wireless/libertas/if_usb.c	MissingDead
270	v3.2	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
270	v3.2	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
270	v3.2	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
270	v3.2	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
270	v3.2	v3.6	arch/blackfin/mach-bf537/boards/stamp.c	MissingDead
270	v3.2	v3.6	arch/hexagon/kernel/vm_init_segtable.S	MissingDead
270	v3.2	v3.6	arch/mips/pci/pci-alchemy.c	MissingDead
270	v3.2	v3.6	arch/powerpc/platforms/wsp/wsp_pci.c	MissingDead
270	v3.2	v3.6	arch/powerpc/platforms/wsp/wsp_pci.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/tty/serial/bfin_uart.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_sir.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_sir.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	drivers/staging/media/lirc/lirc_serial.c	MissingDead
270	v3.2	v3.6	include/linux/mfd/dbx500-prcmu.h	MissingUndead
270	v3.2	v3.6	drivers/mtd/maps/solutionengine.c	MissingDead
231	v2.6.39	v3.2	sound/soc/samsung/neo1973_wm8753.c	MissingDead
231	v2.6.39	v3.2	include/linux/clockchips.h	MissingDead
231	v2.6.39	v3.2	include/linux/clockchips.h	MissingUndead
224	v2.6.38	v3.1	arch/h8300/kernel/vmlinux.lds.S	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/68360serial.c	MissingDead
224	v2.6.38	v3.1	drivers/net/smc9194.c	MissingDead
224	v2.6.38	v3.1	drivers/net/smc9194.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/vmlinux.lds.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/vmlinux.lds.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/vmlinux.lds.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/vmlinux.lds.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/vmlinux.lds.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/vmlinux.lds.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/process.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8s/generic/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8s/generic/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8s/edosk2674/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8s/edosk2674/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/h8max/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/h8max/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/aki3068net/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/aki3068net/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/include/asm/io.h	MissingDead
224	v2.6.38	v3.1	arch/h8300/include/asm/io.h	MissingDead
224	v2.6.38	v3.1	arch/arm/mach-pxa/palmtc.c	MissingDead
224	v2.6.38	v3.1	arch/blackfin/mach-bf527/boards/ezkit.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/generic/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/generic/crt0_ram.S	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/setup.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/setup.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/setup.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/setup.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/kernel/setup.c	MissingDead
224	v2.6.38	v3.1	arch/h8300/platform/h8s/generic/crt0_ram.S	MissingUndead
224	v2.6.38	v3.1	arch/h8300/platform/h8s/edosk2674/crt0_ram.S	MissingUndead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/h8max/crt0_ram.S	MissingUndead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/generic/crt0_ram.S	MissingUndead
224	v2.6.38	v3.1	arch/h8300/platform/h8300h/aki3068net/crt0_ram.S	MissingUndead
224	v2.6.38	v3.1	arch/h8300/include/asm/io.h	MissingUndead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/bfin_5xx.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/68360serial.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/68360serial.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/68360serial.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/68360serial.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/68360serial.c	MissingDead
224	v2.6.38	v3.1	drivers/tty/serial/68360serial.c	MissingDead
209	v3.1	v3.4	drivers/xen/xen-selfballoon.c	MissingDead
209	v3.1	v3.4	drivers/xen/xen-selfballoon.c	MissingDead
209	v3.1	v3.4	drivers/xen/xen-selfballoon.c	MissingDead
209	v3.1	v3.4	drivers/xen/xen-selfballoon.c	MissingDead
209	v3.1	v3.4	drivers/xen/xen-selfballoon.c	MissingDead
209	v3.1	v3.4	drivers/staging/zcache/zcache-main.c	MissingDead
209	v3.1	v3.4	drivers/staging/zcache/zcache-main.c	MissingDead
209	v3.1	v3.4	drivers/staging/zcache/zcache-main.c	MissingDead
209	v3.1	v3.4	drivers/staging/zcache/zcache-main.c	MissingDead
209	v3.1	v3.4	drivers/xen/xen-selfballoon.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp4_overlay.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp4_overlay.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma_lcdc.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma_lcdc.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma_lcdc.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma_lcdc.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma_lcdc.c	MissingDead
198	v2.6.37	v3.0	drivers/staging/msm/mdp_dma_lcdc.c	MissingDead
